meteorite_name,id,recclass,mass (g),fall,year,reclat,reclong,geometry,continent,country
Northwest Africa 052,17062,L5,1088,Found,1998,31.11667,-5.18333,POINT (-5.18333 31.11667),Africa,Morocco
Northwest Africa 059,17069,H3.9/4,27000,Found,,31.83333,-2.93333,POINT (-2.93333 31.83333),Africa,Algeria
Northwest Africa 1196,17147,L4/5,43,Found,2001,30.808,-5.85583,POINT (-5.85583 30.808),Africa,Morocco
Northwest Africa 1201,17153,H4,206,Found,2000,28.00083,-9.27,POINT (-9.27 28.00083),Africa,Morocco
Northwest Africa 1578,17337,L6,1549,Found,2001,31.6,-4.38333,POINT (-4.38333 31.6),Africa,Morocco
Northwest Africa 1579,17338,L5,5200,Found,2001,31.5,-4.85,POINT (-4.85 31.5),Africa,Morocco
Northwest Africa 1580,17339,L6,5700,Found,2001,31.33333,-4,POINT (-4 31.33333),Africa,Morocco
Northwest Africa 1581,17340,L6,50200,Found,2001,31.38333,-4.25,POINT (-4.25 31.38333),Africa,Morocco
Northwest Africa 160,17360,H4,137,Found,2000,30.08333,-5.66667,POINT (-5.66667 30.08333),Africa,Morocco
Northwest Africa 1664,17399,Howardite,6310,Found,2002,29.53333,-3.18333,POINT (-3.18333 29.53333),Africa,Algeria
Northwest Africa 1717,17432,LL5-6,6032,Found,2002,21,-13,POINT (-13 21),Africa,Mauritania
Northwest Africa 2017,17609,L5,99.2,Found,2003,31.7,-3.3,POINT (-3.3 31.7),Africa,Morocco
Northwest Africa 2036,17611,EL6,390,Found,,31.59167,-5.76667,POINT (-5.76667 31.59167),Africa,Morocco
Northwest Africa 2263,30923,L6,135,Found,2002,27.81667,-7.83333,POINT (-7.83333 27.81667),Africa,Algeria
Northwest Africa 2234,17629,Ureilite,422,Found,2000,30.91667,-4.9,POINT (-4.9 30.91667),Africa,Morocco
Northwest Africa 2251,30911,Howardite,17,Found,2001,27.96667,-7.95,POINT (-7.95 27.96667),Africa,Algeria
Northwest Africa 2252,30912,H6,65,Found,2002,27.81667,-7.85,POINT (-7.85 27.81667),Africa,Algeria
Northwest Africa 2253,30913,L4,80.5,Found,2000,28.16667,-7.9,POINT (-7.9 28.16667),Africa,Algeria
Northwest Africa 2254,30914,L5,129.5,Found,2000,28.2,-7.75,POINT (-7.75 28.2),Africa,Algeria
Northwest Africa 2255,30915,L5,110.7,Found,2001,27.93333,-7.78333,POINT (-7.78333 27.93333),Africa,Algeria
Northwest Africa 2256,30916,H5,215.4,Found,2001,27.76667,-7.66667,POINT (-7.66667 27.76667),Africa,Algeria
Northwest Africa 2257,30917,L6,47.9,Found,2001,28.5,-7.9,POINT (-7.9 28.5),Africa,Algeria
Northwest Africa 2258,30918,L6,57.4,Found,2001,28.58333,-7.96667,POINT (-7.96667 28.58333),Africa,Algeria
Northwest Africa 2259,30919,H5,485,Found,2001,28.6,-7.98333,POINT (-7.98333 28.6),Africa,Algeria
Northwest Africa 2260,30920,L5,59.3,Found,2001,27.93333,-7.9,POINT (-7.9 27.93333),Africa,Algeria
Northwest Africa 2261,30921,L6,61.8,Found,2002,27.73333,-7.85,POINT (-7.85 27.73333),Africa,Algeria
Northwest Africa 2262,30922,L6,139,Found,2001,27.8,-7.95,POINT (-7.95 27.8),Africa,Algeria
Northwest Africa 2264,30924,L6,40.2,Found,2002,27.91667,-7.5,POINT (-7.5 27.91667),Africa,Algeria
Northwest Africa 2265,30925,L3.8,40,Found,2001,28.66667,-7.53333,POINT (-7.53333 28.66667),Africa,Algeria
Northwest Africa 2266,30926,L3.8-6,33.9,Found,2001,28.75,-7.58333,POINT (-7.58333 28.75),Africa,Algeria
Northwest Africa 2267,30927,L3.8,24.5,Found,2002,28.1,-7.51667,POINT (-7.51667 28.1),Africa,Algeria
Northwest Africa 2268,30928,Eucrite,65,Found,2002,28.23333,-7.88333,POINT (-7.88333 28.23333),Africa,Algeria
Northwest Africa 4232,35355,E,124,Found,2005,27.85,-7.8,POINT (-7.8 27.85),Africa,Algeria
Northwest Africa 4269,35392,Eucrite-mmict,54,Found,2004,27.98333,-7.58333,POINT (-7.58333 27.98333),Africa,Algeria
Northwest Africa 4271,35394,Eucrite-pmict,6,Found,2003,27.95,-7.83333,POINT (-7.83333 27.95),Africa,Algeria
Northwest Africa 4421,45437,CO3,249.73,Found,2006,32.31667,-4.06667,POINT (-4.06667 32.31667),Africa,Morocco
Northwest Africa 4422,45438,CK4,147.72,Found,2006,32.26667,-3.46667,POINT (-3.46667 32.26667),Africa,Morocco
Northwest Africa 4424,44942,LL5,756,Found,2006,21.6,-16.5,POINT (-16.5 21.6),Africa,Morocco
Northwest Africa 455,17723,H4,81,Found,2001,26.784,-12.8335,POINT (-12.8335 26.784),Africa,Morocco
Northwest Africa 457,17725,H6,175,Found,2001,31.36817,-4.01683,POINT (-4.01683 31.36817),Africa,Morocco
Northwest Africa 4590,44983,Angrite,212.8,Found,2006,30.31708,-4.94288,POINT (-4.94288 30.31708),Africa,Algeria
Northwest Africa 470,17738,CH3,62.9,Found,1999,31.98333,-4.18667,POINT (-4.18667 31.98333),Africa,Morocco
Northwest Africa 471,17739,L5,868,Found,1999,31.975,-4.16667,POINT (-4.16667 31.975),Africa,Morocco
Northwest Africa 472,17740,H4,58,Found,2000,31.96833,-4.14667,POINT (-4.14667 31.96833),Africa,Morocco
Northwest Africa 473,17741,L4,45.8,Found,2000,31.96,-4.12833,POINT (-4.12833 31.96),Africa,Morocco
Northwest Africa 474,17742,H6,28.8,Found,1999,32.02167,-4.13833,POINT (-4.13833 32.02167),Africa,Morocco
Northwest Africa 475,17743,H4,111.7,Found,1999,32.04333,-4.13667,POINT (-4.13667 32.04333),Africa,Morocco
Northwest Africa 476,17744,H6,344,Found,1999,32.02833,-4.15833,POINT (-4.15833 32.02833),Africa,Morocco
Northwest Africa 477,17745,H5,1194,Found,2000,32.03333,-4.17667,POINT (-4.17667 32.03333),Africa,Morocco
Northwest Africa 478,17746,L4,724,Found,2000,32.03667,-4.195,POINT (-4.195 32.03667),Africa,Morocco
Northwest Africa 479,17747,Lunar (basalt),156,Found,2000,30.66667,-4.98333,POINT (-4.98333 30.66667),Africa,Morocco
Northwest Africa 512,17763,L4,8000,Found,1999,23.6,-5,POINT (-5 23.6),Africa,Mali
Northwest Africa 514,17765,H5,2472,Found,1999,30.13333,-6.88333,POINT (-6.88333 30.13333),Africa,Morocco
Northwest Africa 539,17786,LL3.5,2020,Found,2000,31.1,-5.18333,POINT (-5.18333 31.1),Africa,Morocco
Northwest Africa 6129,51538,H6,1374.12,Found,2007,30.45625,-5.48672,POINT (-5.48672 30.45625),Africa,Morocco
Northwest Africa 6203,51736,"Iron, IAB-MG",35400,Found,2008,30.51667,-4.3,POINT (-4.3 30.51667),Africa,Algeria
Northwest Africa 6235,51717,Ureilite,216,Found,2005,30.928,-4.85833,POINT (-4.85833 30.928),Africa,Morocco
Northwest Africa 6236,51718,R4,145,Found,2005,30.9715,-4.94983,POINT (-4.94983 30.9715),Africa,Morocco
Northwest Africa 6888,54490,Lunar,208,Found,2011,24.64283,-14.68783,POINT (-14.68783 24.64283),Africa,Morocco
Northwest Africa 6903,53891,"Iron, IIIAB",50000,Found,2008,32.37167,-6.36,POINT (-6.36 32.37167),Africa,Morocco
Northwest Africa 6963,54565,Martian (shergottite),8000,Found,2011,28.002467,-11.131583,POINT (-11.131583 28.002467),Africa,Morocco
Northwest Africa 7176,54874,L3,160.1,Found,2010,26.01043,-10.33618,POINT (-10.33618 26.01043),Africa,W. Sahara
Northwest Africa 722,17804,L-imp melt,1280,Found,2000,31.15,-4.25,POINT (-4.25 31.15),Africa,Morocco
Northwest Africa 723,17805,CV3,395,Found,2000,29.88333,-5.5,POINT (-5.5 29.88333),Africa,Algeria
Northwest Africa 724,17806,LL3,1200,Found,,30.23333,-5.86667,POINT (-5.86667 30.23333),Africa,Morocco
Northwest Africa 725,17807,Acapulcoite,3824,Found,,30.6,-5.05,POINT (-5.05 30.6),Africa,Morocco
Northwest Africa 726,17808,H4,354,Found,,31.03333,-4,POINT (-4 31.03333),Africa,Morocco
Northwest Africa 727,17809,L4,364,Found,1998,30.33333,-5.75,POINT (-5.75 30.33333),Africa,Morocco
Northwest Africa 732,17814,H5,580,Found,1999,30.55,-4.96667,POINT (-4.96667 30.55),Africa,Morocco
Northwest Africa 733,17815,L5,319,Found,1999,32.33333,-3.5,POINT (-3.5 32.33333),Africa,Morocco
Northwest Africa 735,17817,CK4,161,Found,1999,30.61667,-4.11667,POINT (-4.11667 30.61667),Africa,Algeria
Northwest Africa 7369,56074,R5,650,Found,2007,22.2,-13.15,POINT (-13.15 22.2),Africa,W. Sahara
Northwest Africa 7370,56073,Diogenite-olivine,2290,Found,2009,22.83333,-6.18333,POINT (-6.18333 22.83333),Africa,Mali
Northwest Africa 740,17819,H5,1000,Found,2000,30.25,-4.41667,POINT (-4.41667 30.25),Africa,Algeria
Northwest Africa 7449,56103,L6,405,Found,2009,24.13333,-13.16667,POINT (-13.16667 24.13333),Africa,W. Sahara
Northwest Africa 7496,56314,Eucrite-pmict,788.4,Found,2012,22.94781,-13.38527,POINT (-13.38527 22.94781),Africa,W. Sahara
Northwest Africa 765,17838,CK4/5,767,Found,2000,31.56667,-4.51667,POINT (-4.51667 31.56667),Africa,Morocco
Northwest Africa 7662,56654,L5,882,Found,2011,24.77583,-14.56283,POINT (-14.56283 24.77583),Africa,Morocco
Northwest Africa 767,17840,L4,5146,Found,2000,30.63583,-5.08833,POINT (-5.08833 30.63583),Africa,Morocco
Northwest Africa 769,17842,Eucrite,712,Found,2000,31.7025,-4.96833,POINT (-4.96833 31.7025),Africa,Morocco
Northwest Africa 770,17843,CH3,18.1,Found,2000,20.34667,-11.83383,POINT (-11.83383 20.34667),Africa,Mauritania
Northwest Africa 771,17844,Ureilite,313,Found,2000,26.56,-11.5555,POINT (-11.5555 26.56),Africa,Morocco
Northwest Africa 772,17845,CK3,71,Found,2000,26.44933,-11.6935,POINT (-11.6935 26.44933),Africa,Morocco
Northwest Africa 773,17846,Lunar (norite),633,Found,2000,26.76667,-12.81667,POINT (-12.81667 26.76667),Africa,Morocco
Northwest Africa 778,17849,H4,9747,Found,1999,29.41667,-5.26667,POINT (-5.26667 29.41667),Africa,Algeria
Northwest Africa 779,17850,CV3,200,Found,1999,31.83333,-3.66667,POINT (-3.66667 31.83333),Africa,Morocco
Northwest Africa 820,17852,L3-5,2000,Found,1999,31.41667,-4.18333,POINT (-4.18333 31.41667),Africa,Morocco
Northwest Africa 821,17853,H3.8,5.1,Found,2000,31.96667,-4.41667,POINT (-4.41667 31.96667),Africa,Morocco
Northwest Africa 828,17857,H3.0-3.4,738,Found,2000,30.3,-5.91667,POINT (-5.91667 30.3),Africa,Morocco
Northwest Africa 836,17862,L5,3660,Found,2000,27.38833,-9.01733,POINT (-9.01733 27.38833),Africa,Morocco
Northwest Africa 840,17866,H5,2875,Found,2001,30.19267,-9.03667,POINT (-9.03667 30.19267),Africa,Morocco
Northwest Africa 850,17875,H5,5300,Found,2001,30.40667,-5.89233,POINT (-5.89233 30.40667),Africa,Morocco
Oberon Bay,17977,LL6,179,Found,1962,-39.06667,146.35,POINT (146.35 -39.06667),,
Nova Petropolis,17928,"Iron, IIIAB",305000,Found,1967,-29.43333,-50.91667,POINT (-50.91667 -29.43333),South America,Brazil
Novorybinskoe,17931,"Iron, IVA",3055,Found,1937,51.88333,71.25,POINT (71.25 51.88333),Asia,Kazakhstan
Novosibirsk,17932,H5/6,11410,Found,1978,55,82.9,POINT (82.9 55),Europe,Russia
Nuevo Laredo,17937,Eucrite-mmict,500,Found,1950,27.5,-99.5,POINT (-99.5 27.5),North America,United States of America
Nuevo Mercurio (c),48690,H5-6,16.8,Found,,24.26,-102.14083,POINT (-102.14083 24.26),North America,Mexico
Nuleri,17939,"Iron, IIIAB",120,Found,1902,-27.83333,123.86667,POINT (123.86667 -27.83333),Oceania,Australia
Nullagine,17940,H5,102,Found,1973,-21.86667,120.11667,POINT (120.11667 -21.86667),Oceania,Australia
Nullarbor 001,17941,H5,40000,Found,1935,-31,132,POINT (132 -31),Oceania,Australia
Ocate,48976,"Iron, IAB-MG",6400,Found,1986,36.29533,-105.04833,POINT (-105.04833 36.29533),North America,United States of America
Nurina 001,17961,H4,2.7,Found,1973,-30.66667,126.4,POINT (126.4 -30.66667),Oceania,Australia
Nurina 002,17962,H5,170.5,Found,1977,-30.45,126.6,POINT (126.6 -30.45),Oceania,Australia
Nurina 003,17963,LL5,40,Found,1986,-30.78333,126.45,POINT (126.45 -30.78333),Oceania,Australia
Nurina 005,17965,H5,24.8,Found,1991,-30.49117,126.4625,POINT (126.4625 -30.49117),Oceania,Australia
Nurina 006,50990,L6,45.5,Found,1993,-30.46,126.38333,POINT (126.38333 -30.46),Oceania,Australia
Nurina 007,50991,H3,15.9,Found,1993,-30.46867,126.39133,POINT (126.39133 -30.46867),Oceania,Australia
Nurina 008,50992,H4,73.9,Found,1993,-30.49083,126.39067,POINT (126.39067 -30.49083),Oceania,Australia
Nurina 009,50993,L4,87,Found,1993,-30.89617,126.44817,POINT (126.44817 -30.89617),Oceania,Australia
Nyanga Lake 001,17966,H3,397.1,Found,1986,-29.78,126.45667,POINT (126.45667 -29.78),Oceania,Australia
Nyanga Lake 002,17967,H4/5,1048.9,Found,1986,-29.62833,126.32167,POINT (126.32167 -29.62833),Oceania,Australia
Nyanga Lake 003,17968,H5,129.1,Found,1986,-29.73167,126.23833,POINT (126.23833 -29.73167),Oceania,Australia
Oak,17971,L5,75.3,Found,1968,-31.58333,127.7,POINT (127.7 -31.58333),Oceania,Australia
Oakley (iron),17972,"Iron, IIIF",111000,Found,1926,42.33333,-113.7,POINT (-113.7 42.33333),North America,United States of America
Oakley (stone),17973,H6,27700,Found,1895,38.95,-101.01667,POINT (-101.01667 38.95),North America,United States of America
Oasis State Park,17974,OC,606,Found,1968,34.22833,-103.35833,POINT (-103.35833 34.22833),North America,United States of America
Oberlin,17975,LL5,2500,Found,1911,39.8,-100.51667,POINT (-100.51667 39.8),North America,United States of America
Obernkirchen,17976,"Iron, IVA",41000,Found,1863,52.26667,9.1,POINT (9.1 52.26667),Europe,Germany
Ocotillo,17980,"Iron, IAB-MG",28570,Found,1990,32.83333,-116.06667,POINT (-116.06667 32.83333),North America,United States of America
Octave Mine,35633,H5,1304.2,Found,2004,34.13228,-112.70225,POINT (-112.70225 34.13228),North America,United States of America
Oczeretna,17981,H4,130,Found,1871,49.31667,31.51667,POINT (31.51667 49.31667),Europe,Ukraine
Odessa (iron),17985,"Iron, IAB-MG",1600000,Found,1922,31.71667,-102.4,POINT (-102.4 31.71667),North America,United States of America
Odessa (stone),17986,H4,1926,Found,1960,46.5,30.76667,POINT (30.76667 46.5),,
O'Donnell,17987,H5,12700,Found,1992,32.91217,-101.91867,POINT (-101.91867 32.91217),North America,United States of America
Ogallala,17992,"Iron, IAB-sLL",3300,Found,1918,41.16667,-101.66667,POINT (-101.66667 41.16667),North America,United States of America
Okahandja,17999,"Iron, IIAB",6580,Found,1926,-21.98333,16.93333,POINT (16.93333 -21.98333),Africa,Namibia
Okechobee,18001,L4,1000,Found,1916,26.68333,-80.8,POINT (-80.8 26.68333),North America,United States of America
Oktibbeha County,18003,"Iron, IAB-ung",156,Found,1854,33.5,-89,POINT (-89 33.5),North America,United States of America
Old Dominion Mine,18004,H4,42,Found,2000,34.85958,-116.22113,POINT (-116.22113 34.85958),North America,United States of America
Old Homestead 001,18005,Howardite,783,Found,1991,-31.16667,127.75,POINT (127.75 -31.16667),Oceania,Australia
Old Homestead 002,18006,L5/6,76.9,Found,1977,-31.35,127.51667,POINT (127.51667 -31.35),Oceania,Australia
Old Homestead 003,55545,Howardite,1780,Found,2002,-31.45278,127.8905,POINT (127.8905 -31.45278),Oceania,Australia
Old Woman,18007,"Iron, IIAB",2753000,Found,1976,34.46667,-115.23333,POINT (-115.23333 34.46667),North America,United States of America
Oldfield River,18010,H5,150,Found,1972,-33,121,POINT (121 -33),Oceania,Australia
Oldman Mountain,56392,H5,198.96,Found,2008,33.67248,-114.2917,POINT (-114.2917 33.67248),North America,United States of America
Oliver,18014,L6,6690,Found,1984,41.2,-103.68333,POINT (-103.68333 41.2),North America,United States of America
Olton,18016,H3.5,953,Found,1948,34.16722,-102.13361,POINT (-102.13361 34.16722),North America,United States of America
O'Malley 001,18017,H6,1403,Found,1991,-30.75,131.16667,POINT (131.16667 -30.75),Oceania,Australia
O'Malley 002,54931,L5,4.6,Found,2011,-30.99311,131.33253,POINT (131.33253 -30.99311),Oceania,Australia
O'Malley 003,54932,H6,11.1,Found,2011,-30.98622,131.33211,POINT (131.33211 -30.98622),Oceania,Australia
O'Malley 004,54933,LL6,19,Found,2011,-30.62472,131.47064,POINT (131.47064 -30.62472),Oceania,Australia
O'Malley 005,54934,H5,0.7,Found,2011,-30.65364,131.47389,POINT (131.47389 -30.65364),Oceania,Australia
O'Malley 006,54935,H5,2.3,Found,2011,-30.657,131.47814,POINT (131.47814 -30.657),Oceania,Australia
O'Malley 007,54936,H5,24.3,Found,2011,-30.69047,131.47353,POINT (131.47353 -30.69047),Oceania,Australia
O'Malley 008,54937,L6,3.4,Found,2011,-30.75806,131.44803,POINT (131.44803 -30.75806),Oceania,Australia
O'Malley 009,54938,H4,8.4,Found,2011,-30.93383,131.36169,POINT (131.36169 -30.93383),Oceania,Australia
O'Malley 010,54939,L5,52.9,Found,2011,-30.93417,131.36111,POINT (131.36111 -30.93417),Oceania,Australia
O'Malley 011,54940,L6,33.6,Found,2011,-30.89344,131.39,POINT (131.39 -30.89344),Oceania,Australia
O'Malley 012,54941,L4,14.1,Found,2011,-30.89281,131.39142,POINT (131.39142 -30.89281),Oceania,Australia
O'Malley 013,54942,L4,7.3,Found,2011,-30.88561,131.38197,POINT (131.38197 -30.88561),Oceania,Australia
O'Malley 014,54943,H6,9.4,Found,2011,-30.88517,131.38011,POINT (131.38011 -30.88517),Oceania,Australia
O'Malley 015,54944,L5,63.9,Found,2011,-30.53842,131.25525,POINT (131.25525 -30.53842),Oceania,Australia
O'Malley 016,54945,H4,17.5,Found,2011,-30.54019,131.25508,POINT (131.25508 -30.54019),Oceania,Australia
O'Malley 017,54946,L6,4.9,Found,2011,-30.54478,131.25928,POINT (131.25928 -30.54478),Oceania,Australia
O'Malley 018,54947,H4,105.2,Found,2011,-30.98789,131.34067,POINT (131.34067 -30.98789),Oceania,Australia
O'Malley 019,54948,L6,786.3,Found,2011,-30.98036,131.34456,POINT (131.34456 -30.98036),Oceania,Australia
O'Malley 020,56643,H4,13,Found,2010,-30.57269,131.48094,POINT (131.48094 -30.57269),Oceania,Australia
Onello,18020,"Iron, ungrouped",164,Found,1997,63.16667,137.66667,POINT (137.66667 63.16667),Europe,Russia
Ooldea 001,54925,L6,587.4,Found,2010,-30.54603,131.9705,POINT (131.9705 -30.54603),Oceania,Australia
Opava,18021,Iron,14300,Found,1925,49.96667,17.9,POINT (17.9 49.96667),Europe,Czechia
Ophara,18022,H4,85.4,Found,1983,-32.12333,141.07972,POINT (141.07972 -32.12333),Oceania,Australia
Orange River (iron),18023,"Iron, IIIAB",148800,Found,1855,-30,25,POINT (25 -30),Africa,South Africa
Orimattila,18028,H4,1872,Found,1974,60.58333,25.58333,POINT (25.58333 60.58333),Europe,Finland
Orlovka,18029,H5,40500,Found,1928,56,76.75,POINT (76.75 56),Europe,Russia
Oro Grande,18031,H5,513,Found,1971,32.37167,-106.25833,POINT (-106.25833 32.37167),North America,United States of America
Oroville,18032,"Iron, IIIAB",24500,Found,1893,39.68333,-121.63333,POINT (-121.63333 39.68333),North America,United States of America
Oscuro Mountains,18035,"Iron, IAB-MG",3600,Found,1895,33.63333,-106.38333,POINT (-106.38333 33.63333),North America,United States of America
Oshkosh,18036,H,144.8,Found,1961,44.07694,-88.56278,POINT (-88.56278 44.07694),North America,United States of America
Osseo,18037,"Iron, IAB complex",46300,Found,1931,47.63333,-80.08333,POINT (-80.08333 47.63333),North America,Canada
Osterplana,18038,Relict OC,,Found,1987,58.58333,13.43333,POINT (13.43333 58.58333),Europe,Sweden
Otchinjau,18041,"Iron, IVA",30000,Found,1919,-16.5,14,POINT (14 -16.5),Africa,Angola
Otinapa,18043,"Pallasite, PMG",8400,Found,1986,24.18333,-105.03333,POINT (-105.03333 24.18333),North America,Mexico
Otis,18044,L6,2600,Found,1940,38.53333,-99.05,POINT (-99.05 38.53333),North America,United States of America
Otto,18047,H5,28,Found,1970,35.16667,-105.98333,POINT (-105.98333 35.16667),North America,United States of America
Ouallen,18048,H6,5174,Found,1936,24.16667,0.08333,POINT (0.08333 24.16667),Africa,Algeria
Oubari,18049,LL6,8000,Found,1944,26.8,13.58333,POINT (13.58333 26.8),Africa,Libya
Oufrane,18051,L,540,Found,1969,28.29583,0.025,POINT (0.025 28.29583),Africa,Algeria
Outpost Nunatak A80301,18053,H3.8,35.5,Found,1980,-75.83333,158.2,POINT (158.2 -75.83333),Antarctica,Antarctica
Ouzina,18054,R4,642,Found,1999,30.8,-4.18333,POINT (-4.18333 30.8),Africa,Morocco
Overland Park,18056,H4,1374,Found,1998,38.96667,-94.66667,POINT (-94.66667 38.96667),North America,United States of America
Ovid,18057,H6,6169,Found,1939,40.96667,-102.4,POINT (-102.4 40.96667),North America,United States of America
